"(Intercept) Estimate"	"(Intercept) Std. Error"	"(Intercept) t value"	"(Intercept) Pr(>|t|)"	"model.TISSUEleaf_like Estimate"	"model.TISSUEleaf_like Std. Error"	"model.TISSUEleaf_like t value"	"model.TISSUEleaf_like Pr(>|t|)"	"model.HOSTduckweed Estimate"	"model.HOSTduckweed Std. Error"	"model.HOSTduckweed t value"	"model.HOSTduckweed Pr(>|t|)"	"model.HOSTrice Estimate"	"model.HOSTrice Std. Error"	"model.HOSTrice t value"	"model.HOSTrice Pr(>|t|)"	"(Intercept) Pr(>|t|).BH"	"model.TISSUEleaf_like Pr(>|t|).BH"	"model.HOSTduckweed Pr(>|t|).BH"	"model.HOSTrice Pr(>|t|).BH"
"B-42"	-1.15101278585897	0.433861767914085	-2.6581271469591	0.0526821286880818	0.518180631198012	0.588214513758795	0.901347240017853	0.355276001592524	-0.254686880649987	0.704617413981144	-0.367894761918274	0.494137706419765	-0.3138519858978	0.482502866463755	-0.648260212040594	0.434727741960506	0.727646624660652	0.995364623751031	0.998793136963396	1
"BD2-13"	-1.14626245260096	0.444463744567148	-2.57431290574808	0.0710427960659535	0.213721398707766	0.602588300533891	0.355995787581829	0.472801575160385	0.0374282170364616	0.721835657036496	0.0512273271362641	0.492350219774788	-0.143948365334684	0.494293451630728	-0.291069149202971	0.500386664572312	0.800788298466356	1	1	0.996795288664591
"BF311"	-1.19610121249407	0.438956187357147	-2.7195391516989	0.0431653726925296	0.422511311537914	0.595121348325	0.706541060484994	0.42039403268687	-0.15209790014714	0.712891055309264	-0.206487168230547	0.532895899148797	-0.266456369927369	0.48816843131881	-0.544234726067606	0.444680464633896	0.733578313232292	1	1	1
"BSV43"	-0.482335308007351	0.525624748416005	-0.910089580079367	0.410015128913543	-1.99138586624482	0.712623532826091	-2.79895796176459	0.0251390442468729	1.56343785490734	0.85364597284985	1.83371848592812	0.137392353827891	3.56907578367002	0.58455357570302	6.1236553040203	4.58840666317022e-06	0.999170620235592	0.760998157584073	0.971139796296031	0.00203572887260056
"Bacillus"	10.235976135484	0.491901726831377	20.8627948877818	3.75974243654611e-49	-2.99766332927162	0.666903047153321	-4.50102802424544	5.44495851437193e-05	-1.26358760306424	0.798877772427783	-1.58214020568951	0.140108870219585	-3.91400848610685	0.547049799653263	-7.16674139473544	3.19705589284039e-11	2.10921560359469e-46	0.0260822790328015	1	1.6159552305129e-08
"Bacteriovorax"	-1.20107312543767	0.431770377693037	-2.7676482752886	0.0459066807857564	0.302434053716259	0.585379080510394	0.510831915816799	0.494183661479475	0.00149670561886745	0.701220871399701	0.00934880410475867	0.490519666459755	-0.314043394219089	0.480177006359968	-0.668378958220709	0.430718135947843	0.710617182708266	0.992831694286773	1	0.993099822138849
"Bacteroides"	-0.872045351319134	0.548562492490707	-1.58307732830997	0.2077824042623	-0.0233937355701324	0.743721718873903	-0.0317629424054846	0.59919731063252	0.734619890989871	0.89089823868139	0.830424464131131	0.462220523565897	0.992150243257817	0.610062915508336	1.63440106731972	0.205555185973752	0.974675468563893	1	0.998043835988501	0.973397781062541
"Balneimonas"	4.09338613475096	0.552774726802118	7.43178400304766	3.02626758699145e-09	-0.477483958350388	0.749432517889997	-0.636498104377509	0.535740171751378	-4.44221676135623	0.897739158686532	-4.96503703019952	6.97160848337777e-05	-3.55384137861989	0.61474739171661	-5.79257211986179	3.2754546589283e-06	1.57339161948084e-06	1	0.0287772781271019	0.00144698603556202
"Bartonella"	-1.19980951128197	0.430220676960271	-2.77961388301744	0.0459194617175698	0.423796911465985	0.583278050803679	0.722325368515907	0.411509280633179	-0.144782323049877	0.698704064887766	-0.198801022669413	0.485142960786329	-0.468956222088225	0.478453565621422	-0.991595321689687	0.38331600542865	0.728608722388433	1	0.996318019945226	0.987973615335567
"Baumannia"	-1.27091726030293	0.427883794151055	-2.96829951246676	0.0420206820419988	0.492838595130998	0.58010978734515	0.848064120784124	0.366728891105524	-0.118678305066233	0.69490882768647	-0.164360224910501	0.498533292524504	-0.397042165837987	0.475854690271198	-0.834222382713126	0.383064931222526	0.633291639745501	1	1	0.991074453925415
"Bdellovibrio"	6.9501969912249	0.465445945149498	14.9832008184126	5.02695836192271e-32	-1.66520577935364	0.631035229546499	-2.63960341570844	0.023615292447038	-3.09866007191363	0.755912003484466	-4.11191869640984	0.000883213937579886	-2.08806745386192	0.517628008105652	-4.04685172127269	0.000231961010945699	2.75050878781962e-29	0.874730140645063	0.173458491436789	0.0994506002707886
"Bifidobacterium"	-1.27289313385308	0.429946492698997	-2.96445550083618	0.0286015408056495	0.677657980269471	0.582906321433052	1.17248607249998	0.31496452653423	-0.300323281000296	0.698258773277808	-0.433572786820455	0.471627177885558	-0.475449392944778	0.478148642021815	-0.990743050823509	0.393066730592916	0.670483067277827	0.987727216077777	1	0.990686756685474
"Blastomonas"	-0.991466670925017	0.541054273431544	-1.82913888529096	0.147294403533967	-0.173271209936834	0.733542339749733	-0.235628299303796	0.577814287719092	1.10244190710797	0.878704442665423	1.25390321027268	0.301765343132083	1.16138627741937	0.601712935201242	1.9407284756506	0.129909309964652	0.980366254562771	1	0.996731120445494	0.964369678117313
"Blvii28"	-0.289273204814613	0.564618978741129	-0.506337700622229	0.529780277143867	-2.57799511570485	0.765490537771854	-3.3762957072408	0.0055610094678108	3.22682670795858	0.916974930973938	3.53151956714571	0.0043056578196725	4.22390766250451	0.627919526102102	6.74497168504279	7.84829684477714e-08	1	0.511293331905454	0.451364852297784	3.71489974075481e-05
"Bosea"	4.16445029094993	0.613779796897368	6.80076713143708	3.0078549291899e-09	-0.0821773265729508	0.832141044652845	-0.0989750461429413	0.713836571846302	0.89864322994156	0.996815034712476	0.904098016569353	0.406451361700831	-4.26301570994538	0.68259186054662	-6.25370363346688	7.30255861217265e-08	1.56390655096725e-06	1	1	3.43811670596706e-05
"Brachybacterium"	-1.14460948422449	0.439635535011573	-2.59779594206118	0.0605968014780674	0.348641404577112	0.596042383963016	0.592985960605173	0.437222209782611	-0.0152660737859364	0.713994356459208	-0.0272294501925931	0.468038701711055	-0.530532233605581	0.488923941978719	-1.08722734651657	0.339616918409469	0.791749225523722	0.993447056802533	0.998599155079659	0.9863807169341
"Bradyrhizobium"	8.54151482643507	0.524884913313716	16.3177752324695	3.10482940689953e-33	-3.92212015558781	0.711620490435317	-5.51799999434454	2.11428960084789e-06	1.26740764222758	0.85244443647329	1.49186673229582	0.180644129781388	-0.350724019326046	0.583730796228164	-0.602018677228107	0.561811744663999	1.70475533831283e-30	0.00104353003921913	1	1
"Brevibacillus"	-0.897719702814088	0.445170951649824	-2.0028683170182	0.138930185695753	1.38066299822172	0.603547107004125	2.29500515758126	0.102415778995092	-1.39909091415348	0.722984203561212	-1.94311253743819	0.116282451961641	-0.684313285708694	0.495079945094338	-1.390510311623	0.279272202707151	0.922838090349896	0.841305705647105	0.965279289076744	0.984593365920616
"Brevibacterium"	-0.817541810497847	0.44484131415333	-1.8265679172167	0.1595268167424	0.329330460471776	0.603100196089044	0.551361609761549	0.467257062332951	-0.343253233931898	0.722448852586527	-0.486197049996528	0.474574467305283	-0.858986430802886	0.494713351287935	-1.74169960150429	0.18034094627524	0.957077400898838	1	1	0.958531384219054
"Brevundimonas"	-0.320563114208741	0.563816700028432	-0.561705794805134	0.527178373399949	-0.318671103793913	0.764402836531994	-0.41617021767235	0.561879099735642	2.9244268030459	0.915671982445999	3.20467642385638	0.00895602602656473	-0.742905775409194	0.627027302340511	-1.18595424565036	0.302410542556913	1	1	0.640886550145581	0.99955207324324
"Buchnera"	-0.863083869994113	0.438864200868324	-1.95531126723236	0.131442640028123	0.803299030463816	0.594996636281218	1.3560121289589	0.267785139203068	-0.81394778522354	0.712741663759538	-1.15314940482911	0.344641154951012	-0.847770256195699	0.488066132043291	-1.74692183491287	0.165136783578244	0.941944481115925	0.989870793645026	0.991197697001813	0.964343255351539
"Burkholderia"	6.9889408050603	0.636481613044659	10.9948222492686	1.27062190486758e-21	4.07754642788818	0.862919367920926	4.72854636932512	6.71153106865484e-06	-6.25046803994347	1.03368413950428	-6.04836176122352	2.08226916057143e-08	-6.8222710434181	0.70783882207924	-9.64360366242611	2.72868193246352e-18	6.76364892718332e-19	0.00333689986448389	1.09249703896684e-05	1.45001073751406e-15
"Butyrivibrio"	-1.20396443667413	0.442592064382114	-2.71218574649716	0.036850662282972	0.311106775128864	0.600050742418907	0.523417787485846	0.483785667030165	-0.0262339712559246	0.718795936670908	-0.041037915133603	0.540871154691411	-0.29462506552	0.492211933688448	-0.60329374030362	0.464487260210763	0.761164270186698	1	1	0.997233359961784
"C1_B004"	-1.26696119680075	0.429599698367616	-2.94282745396716	0.0464102158188659	0.484033435582418	0.582436149885122	0.828213041142994	0.396416747394642	-0.128289185169485	0.697695558578951	-0.176020036290856	0.534368979442711	-0.382581040306073	0.477762967893926	-0.803020369800992	0.420848711040326	0.675136400460813	0.995049676326611	1	0.99307746285125
"C39"	-1.25677688886473	0.444328059186281	-2.81193921237981	0.0352905623426968	0.478306175482052	0.602404343070401	0.793954284916407	0.418143525193425	0.955655452803697	0.721615295877131	1.32766833418042	0.301130844344334	-0.409301882510925	0.494142554294186	-0.841357088460466	0.42881140191364	0.710833624181295	1	0.978163950450937	1
"CM44"	0.0549300181897029	0.519362481254148	0.112462220607761	0.571382803291884	-0.937082028874943	0.704133371428951	-1.32950566654774	0.273655085556374	-0.0589638825770114	0.843475677102286	-0.0708982162216111	0.547350332734041	2.81711635313774	0.577589233417954	4.89082478834197	5.3901867131392e-05	1	0.99375365105656	1	0.0238206715913886
"Caedibacter"	-1.2598226343416	0.456360319216365	-2.74698323445734	0.0411660849122759	0.461050918115319	0.618717257704576	0.747537411029067	0.434581688363736	0.63770724433062	0.741156404529104	0.860161697576478	0.39061849690974	-0.43379333102927	0.507523774728668	-0.865027686880826	0.368765000926192	0.759786959746346	0.996773047566136	1	0.995814131736371
"Caldicellulosiruptor"	-1.25012644498693	0.438451307140594	-2.84320652744306	0.0492931792806443	0.302711082687503	0.594436849498303	0.517537989243473	0.446609264145629	0.0407322215421412	0.712071099694674	0.0473975148083896	0.517306043962717	-0.227384297173275	0.487606947985353	-0.474807863260551	0.446740037738364	0.676910857744743	1	1	1
"Caldicoprobacter"	-0.788992075978179	0.446845451890588	-1.74674881435083	0.166138204030934	0.800669037821482	0.60581733549106	1.31974996225162	0.285671650880263	-0.880447105521615	0.725703691925053	-1.22346692623789	0.320384135629005	-0.773231571466306	0.496942176859878	-1.56456816951706	0.226463409405711	0.945533342428901	0.984366170766543	0.989468697031613	0.953561339854478
"Caldilinea"	-0.852994430486366	0.51583022735366	-1.6447159758157	0.210465951084525	-0.821595968621825	0.699344465919859	-1.17845682288296	0.338788755909474	0.807518983093555	0.837739085881418	0.966832654193387	0.390370789460418	1.58694234289602	0.573660971565665	2.77541165204936	0.034844825838686	0.981499628244658	0.993108874319844	1	0.722914635060904
"Caloramator"	0.415765116614457	0.539373863353482	0.784148661239815	0.451789111071727	-2.68340993647201	0.731264098913406	-3.68206617890928	0.0037675735522342	1.58698383578263	0.875975356372974	1.81375587091079	0.141622721968287	3.66987146023291	0.599844131034888	6.13295261030685	6.62601099018005e-07	1	0.356561668500616	0.994257383979811	0.00030655549248977
"Calothrix"	-1.22431157117641	0.457104192377542	-2.66830896655799	0.0402092675885797	0.367764365477788	0.61972577475346	0.598540015563787	0.463609002237277	-0.0349055408224745	0.742364498954384	-0.0505396307701773	0.505451642652287	0.0409077936003715	0.508351044977161	0.0759966209909935	0.542015870618969	0.779647172510665	1	1	1
"Campylobacter"	-1.1550004542192	0.439304614493925	-2.63311719911184	0.0480516284444889	0.76210695207186	0.595593733573015	1.28964783992064	0.311238760199384	-0.531120804263401	0.713456921781569	-0.741961615971143	0.410642716365143	-0.612584190379781	0.488555921309129	-1.25152290687638	0.286182962238006	0.793480078364644	0.991713548706447	1	0.983897264748794
"Candidatus Amoebophilus"	-1.29391678246374	0.472375993879329	-2.7373481134759	0.0346705591715781	0.609418439538691	0.64043074568875	0.960891645573731	0.349869582593324	1.51688825803514	0.767166816367042	1.98273401396395	0.127464620397298	-0.189844172671632	0.52533499826741	-0.358584189606908	0.535375504706729	0.762660811105208	1	0.911354858960217	1
"Candidatus Aquiluna"	-1.2458994759589	0.439745886281405	-2.82578638614074	0.0321622684145935	0.606809871232353	0.596191994330482	1.02415543419945	0.337473013803143	-0.117516142410118	0.714173573509727	-0.170355120206986	0.508431770633396	-0.213345036435163	0.489046664947068	-0.440841372496493	0.506090365776013	0.713428131717925	0.999108416429513	1	1
"Candidatus Azobacteroides"	-1.05116900702311	0.469189951273607	-2.23756388002277	0.0745698820557795	0.0839857998800442	0.636111221267067	0.135374805406263	0.515253904849575	0.0535584083459237	0.761992492958758	0.0705580553020475	0.530096584153165	-0.00735255898081023	0.521791762141011	-0.00909302954210055	0.558250285682967	0.916887858729551	0.99800656039947	1	1
"Candidatus Cardinium"	-1.1410253818402	0.447561153909583	-2.54379002212255	0.0667123649332046	0.111312295852375	0.606787659096947	0.183405274623946	0.510161906790936	0.156247558352935	0.726866034733523	0.217164310145787	0.52883957345682	0.116165313464499	0.497738117643873	0.235065279594869	0.497507286762929	0.789934391059058	1	1	1
"Candidatus Entotheonella"	-1.07131374160382	0.461347226214458	-2.31753573619315	0.0817023563225465	0.110982105288853	0.625478330682145	0.175231332347739	0.521307066677113	0.0585450919942233	0.749255439227771	0.0783667752961344	0.549477947795272	-0.0221415630937118	0.513069773706492	-0.0404963433389454	0.542934499777432	0.888573339856187	1	1	1
"Candidatus Koribacter"	4.48774140778878	0.455070320014219	9.90723050744623	7.34670325290177e-15	-7.78439474283312	0.616968322192034	-12.6460061840296	1.64283563627884e-22	2.84581127675051	0.73906136880788	3.86072449024595	0.0048557031748477	5.03263028739226	0.506089151171577	9.97192272257655	1.25051993480684e-15	3.86396543339631e-12	9.15223202391497e-20	0.31114928760559	6.52923454901816e-13
"Candidatus Methylomirabilis"	-1.19265663319446	0.423182361609749	-2.82175455013014	0.0326908755824039	0.605135588027421	0.573735750587891	1.06635697472428	0.340655809764935	-0.239159540776498	0.687273420549334	-0.346832945888192	0.452208061418668	-0.492780214893002	0.470626170854582	-1.04420245596674	0.36445010718927	0.700413094044234	0.990081528799209	1	0.995617094819026
"Candidatus Phytoplasma"	-1.25230445453855	0.458127454973639	-2.73354363154119	0.0425037800404965	0.255673008234501	0.621113078164186	0.421047750221244	0.477868189200125	0.0936297014405554	0.744026338502385	0.117871968227257	0.537936559338729	-0.045919276164388	0.509489027561189	-0.0850804910176241	0.545759744337912	0.733644544186858	1	1	1
"Candidatus Portiera"	-1.31726062675135	0.438687992765492	-2.9995793139959	0.0214235893090932	0.494193887426885	0.594757739537618	0.843206823864213	0.363412862606366	-0.0249063753711948	0.712455491280372	-0.0414716906847993	0.502788799493417	-0.289464276945185	0.487870168902498	-0.598065788559691	0.42711268633237	0.688549348625815	0.998064934654819	1	1
"Candidatus Protochlamydia"	-0.182236038379461	0.452121802996692	-0.39658868306568	0.504176073798019	1.95732206215608	0.612970826602338	3.21076186354819	0.0212036955434789	-2.15389523406319	0.734272801135836	-2.94284557920308	0.0256154416518874	-1.65904197202506	0.50281007009556	-3.3029065106548	0.0142801765906507	1	0.548955297466145	0.69891624503045	0.531625801107981
"Candidatus Rhabdochlamydia"	-0.873833349182664	0.44860447434466	-1.93257829917522	0.145564863291412	0.386034274729155	0.608202156219761	0.62879012021777	0.472250874643201	-0.196467905644237	0.728560449409543	-0.268759380119372	0.530957419757598	-0.563577428225483	0.498898406790771	-1.14316363342088	0.319183626620395	0.948815191198208	1	1	1
"Candidatus Rhodoluna"	-1.2688337620224	0.433721778225338	-2.917623466608	0.0465654855817117	0.497036437063668	0.588024720666185	0.834663555770302	0.376429000719897	-0.115884173064315	0.704390062368802	-0.155104862809765	0.458008053877576	-0.229159513833811	0.482347182254887	-0.48141819537484	0.473444704980066	0.636022048156103	1	1	0.990396537451712
"Candidatus Solibacter"	7.67981571089727	0.435029316815832	17.7322790007812	6.81096739125216e-32	-7.41279521068051	0.589797435464094	-12.6098485953261	5.68820730083749e-20	-0.605952218432845	0.706513583103859	-0.861510169611885	0.434984117755853	0.364032859460769	0.48380131157575	0.757109358547069	0.477259676243092	3.73241016404004e-29	3.17408461102951e-17	1	1
"Candidatus Xiphinematobacter"	0.291132207818684	0.47985718223631	0.622858903582867	0.495643873756201	-3.73672261235653	0.650573477538336	-5.76072951215093	4.70761609407648e-06	3.09438792082342	0.779316712908851	3.98231171992071	0.00231551675138481	6.22366913419181	0.533654917406987	11.6912030635699	4.95424217634848e-20	1	0.00228903862947525	0.265445584299874	2.63233840105328e-17
"Capnocytophaga"	-1.11160473546888	0.433685007258602	-2.55853334876804	0.05649695353936	0.839728557538001	0.587974867883759	1.4370499169304	0.239728515622149	-0.547848205890602	0.704330344123482	-0.782858387173085	0.414165145121282	-0.653154340309832	0.482306288822543	-1.3591690406876	0.268041509644359	0.819503420255047	0.977393527364566	1	0.975236569662307
"Carnobacterium"	-1.09432078414732	0.431339567196723	-2.53688211273229	0.0619015798017609	0.673129599422033	0.584795002803271	1.15990450585679	0.297474410996244	-0.416976106595337	0.700521209432969	-0.599691846919157	0.444890938669267	-0.593647199747808	0.479697896849181	-1.23626413413545	0.289738874099656	0.803208611428245	0.99729774943505	1	0.984615724647738
"Catellatospora"	-0.208128212921152	0.51916648676159	-0.388051402809238	0.554238967377101	-0.250410283708396	0.703867648994605	-0.35951209052889	0.570418725041477	-0.408898003193464	0.843157370344896	-0.485608956427052	0.505249353170352	0.440719388709058	0.577371265596256	0.765509668759009	0.445565893424345	1	1	1	1
