"(Intercept) Estimate"	"(Intercept) Std. Error"	"(Intercept) t value"	"(Intercept) Pr(>|t|)"	"model.TISSUEleaf_like Estimate"	"model.TISSUEleaf_like Std. Error"	"model.TISSUEleaf_like t value"	"model.TISSUEleaf_like Pr(>|t|)"	"model.HOSTduckweed Estimate"	"model.HOSTduckweed Std. Error"	"model.HOSTduckweed t value"	"model.HOSTduckweed Pr(>|t|)"	"model.HOSTrice Estimate"	"model.HOSTrice Std. Error"	"model.HOSTrice t value"	"model.HOSTrice Pr(>|t|)"	"(Intercept) Pr(>|t|).BH"	"model.TISSUEleaf_like Pr(>|t|).BH"	"model.HOSTduckweed Pr(>|t|).BH"	"model.HOSTrice Pr(>|t|).BH"
"Leptonema"	-0.347668204089221	0.577269806861169	-0.594597417029671	0.525456794923231	-2.15034880285957	0.782642085249873	-2.7545759260611	0.0261209593542685	1.74514818229709	0.937520631134427	1.86438682415463	0.124190703418453	3.43788972553837	0.641988663515169	5.36683681547971	8.82898239641083e-06	1	0.804480819316441	0.981820539101885	0.00394885539521054
"Leptospira"	-1.23518330680604	0.440592492459314	-2.79910786116391	0.0461834854577402	0.2242617239854	0.597339793187427	0.373265628461702	0.45060900992868	0.167696750773708	0.715548512487657	0.244530464687344	0.476585992107056	0.260224692776804	0.489988185813429	0.535167409349537	0.43888144890295	0.701703419876032	1	1	0.999074334503275
"Leptothrix"	-1.13137199354698	0.486858665137946	-2.31334438222696	0.0655234184283531	0.363228305278109	0.66006584161636	0.550287307057545	0.479737444971972	1.49678687644645	0.790687539151278	1.90020907319785	0.13792996502393	-0.402075730935029	0.541441350366447	-0.748373174339354	0.452883333695457	0.902775723259984	1	0.94526825414577	1
"Leptotrichia"	-1.13660801023567	0.433470445699946	-2.61888675024877	0.0650608438661028	0.727015714172841	0.587683972874726	1.23588664698086	0.297876867602863	-0.30511669859815	0.703981883342236	-0.427406587189875	0.513069289046182	-0.530485078334393	0.482067672344345	-1.10402041494457	0.347832292065993	0.742333103302455	0.966226746725474	1	0.987502797605412
"Leucobacter"	-1.07843444003389	0.439073452455097	-2.4447117771207	0.0537561517777477	0.92068419081039	0.595280332217274	1.55177184421447	0.225326849665718	-0.758823817663124	0.713081500829425	-1.06932056861756	0.338927094028929	-0.621828996372485	0.488298843238185	-1.28106982358088	0.263764636875062	0.857425469491509	0.980574033957358	1	1
"Lewinella"	-1.18984001917848	0.43274270018644	-2.75023730722641	0.0473231353365126	0.697015303285978	0.58669732112289	1.19402986196243	0.303912453275658	-0.126548402767248	0.702799981179645	-0.180826347857414	0.497345792442468	-0.489493302553464	0.481258337845914	-1.01229899112563	0.372553758516077	0.724922909128856	0.9966395782989	1	0.980429472128372
"Limnobacter"	5.12965696217422	0.466438519805955	11.0456342144807	8.07863451390161e-20	-1.44358534385721	0.632380927328824	-2.28993591776792	0.0725191018189118	-4.14459216660548	0.757524003986328	-5.49252663797404	1.68711712215915e-05	-6.38412384923928	0.518731862264599	-12.3484244082202	4.93145058032958e-23	4.27071319825989e-17	0.910778541380477	0.00817880918220442	2.670969345148e-20
"Limnohabitans"	2.6556323314834	0.652256990737345	4.08356125080837	0.000342700480147505	-0.886332894750849	0.884307069730831	-1.00401687220487	0.370313860988849	2.56838297270075	1.05930429471601	2.42988937853689	0.035390439617985	-3.05219414193332	0.725382808480403	-4.21291193450423	0.000223421136485619	0.106655561304563	1	0.937985090889665	0.0688755232273107
"Loktanella"	-1.04674350509756	0.432341910372797	-2.41793420585265	0.0701809548201025	1.01776375784591	0.586153944400657	1.75011328354591	0.184449423088061	-0.886341562823448	0.7021490745939	-1.27325162958976	0.300374989683148	-0.705214391443535	0.480812614695747	-1.4738617146299	0.238259590634393	0.86523168480897	0.935299938437187	0.990205315009586	0.96698595137772
"Longilinea"	-0.851860505583215	0.501164200612574	-1.70093337215744	0.16798156757548	-0.72553655427048	0.67946078308291	-1.06820063154602	0.355165959736381	0.723048175586264	0.813920582846763	0.894770958391763	0.401381460720893	1.44621317457391	0.557350707639369	2.61029314094859	0.051480481213548	0.978002749955881	1	1	0.800182052174292
"Luteibacter"	-2.564111403448	0.53290452082255	-4.81533868907812	0.000106628983136959	4.67359711462994	0.722493192019567	6.4833815128761	3.08589912718002e-08	-1.73737307659827	0.865468757862994	-2.00955112529182	0.0924123054213212	1.83409976582615	0.592649497752684	3.1038643609598	0.0147691235859771	0.0346509791931541	1.60009847359958e-05	0.982858562324923	0.632701317622602
"Luteimonas"	-0.886104877126732	0.466805984031391	-1.88836543261909	0.142335317574182	1.50734410672886	0.632879122391568	2.38229762706544	0.0645775497130066	-1.38551406432171	0.758120787827186	-1.83180346067242	0.138377802932752	-0.548242580537898	0.519140523629134	-1.05818250411933	0.375938684297401	0.956137021886422	0.867892935735057	0.95925394506587	0.985081651840214
"Luteolibacter"	-0.316224768211984	0.483415288039567	-0.644436345262518	0.512122134418387	-2.21785390210632	0.65539743214726	-3.39086410091856	0.00587404241469056	3.80011839465021	0.785095289163255	4.85780927513512	8.05790062888653e-05	7.43835541641343	0.537611929469854	13.8834847098404	1.02064653698067e-24	1	0.506075119723956	0.0384167795816736	5.53233245570405e-22
"Lutispora"	-1.22254353157993	0.43342897089043	-2.81535404035696	0.0311793858201524	0.660763075044423	0.587627742787824	1.12220526059936	0.303424389170725	-0.342313255894756	0.703914525775408	-0.478842277280835	0.41833545279954	-0.508362143830021	0.482021547712129	-1.05898123533733	0.350924293650402	0.729008609740061	0.989282745125424	0.992453185201169	1
"Lysinibacillus"	-1.07584705478021	0.464377223688028	-2.31718555155852	0.0876710146871156	0.575896810769987	0.629586294606173	0.919461764925161	0.376242144239067	0.740927421015966	0.754176336025065	0.993377819720754	0.397130039193531	-0.652617201960839	0.516439470173191	-1.26304559078044	0.314507962377827	0.853707022253355	0.990118708785902	0.997504281248375	0.991011551003483
"Lysobacter"	2.45752204594539	0.592203282225685	4.16855802995183	0.000543775269406277	-2.12262286275993	0.802888365516742	-2.65001704786998	0.0263299446580008	-0.536614702350868	0.961773486701042	-0.555625201844253	0.542514334291043	-0.353745053778978	0.658596360257584	-0.538501106549163	0.558240345136769	0.130914333029556	0.866318561699754	1	1
"Magnetospirillum"	-0.111222232829782	0.480304041370582	-0.221214913955723	0.561457468900147	-3.33415984262377	0.651179313423918	-5.13821166750752	2.12610703932999e-05	2.65377063933119	0.780042438821779	3.41821934865728	0.0108264549123199	5.46556714708319	0.534151874800185	10.2577292714191	1.23616831509432e-15	1	0.0102630415158662	0.494919151560645	6.45398548508200e-13
"Marinibacillus"	-1.11239524511231	0.474443728264691	-2.34076533675404	0.0832517477678145	-0.149223779447102	0.643234107187772	-0.240485857005538	0.509440307052459	0.410926995319438	0.770524940459004	0.546600178439637	0.488057972980118	0.597123590988192	0.527634550433113	1.14356843065846	0.34002930148088	0.840165821951305	1	1	0.98927517085045
"Marinobacter"	-1.02767690273187	0.467677004242635	-2.19296928629055	0.0808361185053177	0.179870346303532	0.634060020935577	0.287863059821117	0.540188765727336	0.0125304835069591	0.759535376652845	0.0216135143350309	0.523842054412075	0.373411385151086	0.520109195634261	0.725138635169771	0.465437421927361	0.925464302509667	1	1	1
"Mariprofundus"	-1.21611190919771	0.434053621735975	-2.80271297380962	0.0317039650840791	0.349596590163449	0.588474622417592	0.611825639615495	0.450409789486121	0.0115517281918762	0.704928996042159	0.00826806284635708	0.506962382652547	-0.348746836589364	0.482716229396029	-0.722474627906136	0.433616070349107	0.756952409364701	0.986948171783022	1	1
"Meiothermus"	-0.733257512521457	0.472730539095263	-1.53783174424719	0.214824641056481	1.65942229306601	0.640911425613139	2.59497925430945	0.0585110908408351	-0.791551687376714	0.767742618965165	-1.03482738327215	0.347212655398322	-1.10262922222093	0.525729292246807	-2.10889936486037	0.123693388175924	0.982313243350658	0.784582927374493	1	0.901165222732521
"Mesorhizobium"	7.86188021035546	0.658306622426959	11.9692595069427	6.50991252060813e-23	-4.24092305421035	0.892508947439101	-4.75906180675951	2.68274583287022e-05	2.24992069927593	1.06912925776165	2.11017091670664	0.0603508650686208	-6.53880574471557	0.73211067631103	-8.94576016641251	2.62965320362756e-15	3.47021938120701e-20	0.0129339218633429	0.995603004025126	1.37112702944923e-12
"Methylibium"	11.405887812652	0.497560969500575	22.9785019326988	1.1725825325146e-56	-5.88843348564996	0.674575649168726	-8.74219380863202	1.92292808174086e-13	0.956902399704883	0.80806872039684	1.19004789339758	0.282838127418702	-2.03403966087355	0.553343511180392	-3.67804735177755	0.000429313989108642	6.62507922975887e-54	1.0468846860126e-10	1	0.183682973377223
"Methylobacterium"	-0.605442998833421	0.520892302372521	-1.15902780961975	0.327693808094624	13.1679047760085	0.706207449054201	18.6820287011241	2.79690718966814e-43	-10.577882486687	0.845960197933573	-12.5240949028417	1.15775455200861e-25	0.426557470205907	0.579290565799326	0.742389367406493	0.471918150115925	1	1.59144019092117e-40	6.56321015929803e-23	1
"Methylocaldum"	-0.199941727914864	0.528797229385559	-0.367931400572839	0.53859622669899	-1.53621210134174	0.716924670858805	-2.14954334162248	0.0822848481678258	0.97450651217701	0.858798271351326	1.13846241753196	0.337231763105461	3.92514630166169	0.588081729771472	6.69258349313717	8.11876612571368e-08	1	0.952295291127451	1	3.81472206064404e-05
"Methylomicrobium"	-0.7739890156813	0.528988725441884	-1.45379411988072	0.237925893388813	-0.891303330828258	0.717184294471641	-1.24874628238292	0.304064769209696	0.786992269933703	0.859109272379704	0.91876418655689	0.402771615276296	1.77787082960721	0.588294694828378	3.03125643075418	0.0162478262032902	0.990482549353464	0.991586566448406	0.998857602123065	0.646383601421232
"Methylomonas"	0.0825835117231517	0.515237878109649	0.166915908027978	0.546256370345186	-3.67726231661478	0.698541379664491	-5.27501179245795	1.43538758963514e-05	2.98925272226262	0.836777075344063	3.58360223042494	0.00696116861161967	5.84421686389809	0.573002212879559	10.2283758285831	3.13024749025398e-16	1	0.00689799996788777	0.385726390613027	1.63588218028238e-13
"Methylophaga"	-1.21992230534324	0.428811038636593	-2.8432280457392	0.035079973586093	0.48209558523412	0.58136691278125	0.838377103363168	0.404964225706504	-0.0735917365977214	0.696414728090346	-0.107667313390844	0.491465607274495	-0.478449909020831	0.476885889964906	-1.00520665562382	0.391717838536255	0.694461380291394	0.997716694324314	1	0.988949978599252
"Methylopila"	-0.916203786595007	0.446781224060431	-2.04004942723594	0.126025965024085	1.41191968028006	0.605730257659639	2.35876141572529	0.0955344819912903	-1.33938139735287	0.725599382094277	-1.86483273075717	0.165418497950122	-0.822513474402936	0.496870748320999	-1.66847609806887	0.209826753007223	0.927095285855546	0.830632154589915	0.957290061210239	0.943489497971121
"Methylosinus"	-0.421723157105372	0.54973639757973	-0.756841813092535	0.478015794281023	0.0748637936357589	0.745313258074184	0.102865680432916	0.666455231940946	0.713935902815375	0.892804730631726	0.799717028169178	0.46770467381017	5.92761662974619	0.6113684294123	9.71497213321436	3.37825821645174e-15	1	1	1	1.74880113451515e-12
"Methylotenera"	1.50643144537918	0.56528393332605	2.68331140911785	0.0313978056064222	5.08326868844143	0.766392059792847	6.64562873553858	2.81752651609496e-08	-4.86300313039165	0.918054856919694	-5.30732350525645	4.57071917127214e-06	-2.63299053320787	0.628659030057096	-4.20044481344467	0.000906812355656602	0.797293417964128	1.43928756894445e-05	0.00228629685157601	0.143144691369703
"Methyloversatilis"	-1.44883205890399	0.525039548494362	-2.75617840194522	0.0263910954264713	1.80370929672622	0.711830139370347	2.54373406309497	0.0457904885819375	1.50207981424792	0.852695573238857	1.76400556071979	0.155032236606557	0.267931419955251	0.583902767863914	0.458732502575404	0.506958342948397	0.771691168671584	0.86513310814304	0.981234596852642	1
"Microbacterium"	6.28263592614245	0.446190316389554	14.1405291181676	1.86603022704217e-27	0.562407975820948	0.604929125838386	0.939517504054651	0.38548509413949	-7.70533278426752	0.724639712757758	-10.6693643601241	1.42751873391933e-16	-7.88054787469337	0.496213592825634	-15.935889805867	3.64943656702833e-35	1.00963588158825e-24	1	7.98329361040911e-14	2.0368960577083e-32
"Microbispora"	-1.06425966610903	0.45020309925333	-2.35624821391189	0.0775650716027157	0.234573515685275	0.610369515602122	0.376648542950195	0.493289643697261	0.287132659621015	0.731156711704073	0.399382945091308	0.546861857919406	-0.353121536624244	0.500676256691081	-0.705935801814398	0.449472078803549	0.845309437458518	1	0.992598676097717	0.994634404994553
"Microbulbifer"	-1.22734087860408	0.440990906288697	-2.77907810933661	0.0325148904059108	0.370871500647656	0.597879948633831	0.626701286448929	0.434900499429335	0.0223569065813273	0.716195560333112	0.0270539619137518	0.517927136255987	-0.226676561793856	0.490431266603055	-0.461331280927326	0.487915275929473	0.733523306187633	0.9994892540519	1	1
"Micrococcus"	-1.17819729519115	0.459057558592106	-2.56621086906831	0.0534830280272977	0.914350883643511	0.622374079912076	1.46923693403494	0.232962215383013	0.116054324240204	0.745536882308838	0.162387765462146	0.537627127969551	-0.362262660966734	0.510523406930859	-0.705943203808182	0.404352612330411	0.797112559933849	0.995840315174414	0.999943754884408	1
"Microcoleus"	-1.19217281578217	0.428647670494105	-2.78269343343986	0.0422519517091379	0.580889033729169	0.58114542400394	1.00934934934719	0.338703478080973	-0.326556949167604	0.696149408473362	-0.470406579579803	0.453354183995126	-0.499400995637098	0.476704206297736	-1.04397273489474	0.378424714641363	0.704084372798031	0.992782541042109	1	0.994890742491295
"Microcystis"	-1.22254229068151	0.432072157977924	-2.82204288673758	0.0315261659058469	0.440910487603734	0.585788223598502	0.754761029234528	0.405310160772321	-0.123997347095241	0.701710980599573	-0.17309395386127	0.544074771626402	-0.44673721708991	0.480512619827824	-0.937090113925101	0.37744257094801	0.738837426751485	0.996363387164926	1	1
"Microlunatus"	0.0416698189483055	0.452170821067333	0.111398808592291	0.551477284390274	2.07502782803213	0.613037283577164	3.40786997221183	0.0083082425243106	-3.01515610063862	0.734352409409089	-4.13621849817273	0.00247280354351535	-1.94468010361815	0.502864583678785	-3.88416934449787	0.00432633214209406	1	0.492336657915652	0.211703756354739	0.297910008668317
"Micromonospora"	-0.745454158557669	0.515937882052369	-1.43273806356678	0.248101521145902	-0.258734549711465	0.69949042037111	-0.370180483155327	0.527680383477171	0.140806839772674	0.837913923539439	0.1666642694563	0.553264098341863	0.539587198157671	0.573780695644984	0.943298514115254	0.415728203713884	0.997822449695277	0.992210412721837	1	1
"Modestobacter"	-0.230272887379554	0.534867547110266	-0.415642731706484	0.547892046629178	-0.924584242526286	0.725154593965343	-1.28157047874032	0.30508940784719	0.41908039097631	0.868656829752982	0.480475862207615	0.500690668605829	0.678064325592805	0.594832602789388	1.14067495835209	0.346867712985562	1	0.989539231934316	0.992873313505711	0.989531317572857
"Moorella"	-1.26048979517308	0.432828568089539	-2.91552887401235	0.0324802356658625	0.492337837760853	0.58681373780351	0.839748279923607	0.388818982839377	-0.0539501705878456	0.702939435780857	-0.0675437496860499	0.527453815473148	-0.473100042899853	0.481353832568996	-0.979503487864884	0.385358650222442	0.690941155276617	1	1	0.996641720876133
"Moraxella"	-1.22691929679978	0.434735419407329	-2.81623745077042	0.0411239013389339	0.356305398971459	0.589398979702322	0.612401971508992	0.44826477404583	0.162724852474383	0.706036276165867	0.227301283514662	0.503219005794175	-0.442482639302576	0.483474464749096	-0.922108574637956	0.370257868414616	0.723010219266857	1	1	0.974759921134209
"Moryella"	-1.0746780986286	0.431481722720154	-2.47441903632217	0.0566089093648738	1.06803830883057	0.584987732258311	1.82998906676034	0.154952043832027	-0.77126868436603	0.700752078490145	-1.11649747707725	0.347894595995235	-0.653736012748418	0.479855989708731	-1.37557388859148	0.27270893546113	0.841036846505006	0.930639024102193	0.985141593694085	0.981968955446341
"Muricauda"	-1.31885309784848	0.432214104126233	-3.04329138919516	0.0262939611943873	0.477168953776629	0.585980669190123	0.807421172693032	0.397260511222213	-0.0666014439883771	0.701941509619051	-0.0849412693880525	0.516800639087595	-0.343426541626208	0.480670479838795	-0.717066789022252	0.413560739447636	0.647592733814201	0.994287745815148	0.992815329564442	0.997546363901476
"Mycetocola"	-1.22171117414797	0.430329854444919	-2.82965362339089	0.0601705090542726	0.734541909003137	0.583426069794507	1.25981881452079	0.282639885953744	-0.448981764634054	0.698881375641067	-0.645286399106094	0.429017099878484	-0.496455900947415	0.478574983209216	-1.04273341768684	0.349757939069805	0.661542481186227	0.987644341590444	1	0.972780622145386
"Mycobacterium"	6.69664798017163	0.462867532071442	14.5171557954604	4.74784704564538e-30	1.27209308746563	0.627539507850924	2.03636329756607	0.0559019984273017	-2.67607338412234	0.751724506706473	-3.56614948810906	0.00109890781470129	-1.43878526382957	0.514760524051754	-2.79843388439693	0.00690006736449873	2.5881007736381e-27	1	0.335086979545291	0.968915828828081
"Mycoplana"	2.52253824587926	0.619004615170849	4.09230131655976	0.000773519679153137	2.16242804496287	0.839224669363521	2.58233595031043	0.0261114228802898	-1.40035167626368	1.00530045152641	-1.39178312342117	0.221199525048589	-3.58275022182955	0.688402443502171	-5.21762835566424	2.90035333680312e-05	0.142044498875854	0.923391718270484	1	0.0124664137243187
"Mycoplasma"	-1.16580640029837	0.447617173804676	-2.59516817762739	0.048740393607172	0.243275883034467	0.606863608898911	0.399790251186017	0.510180091410998	0.0282312959159651	0.726957014387715	0.03039283165516	0.533476086528656	-0.129393168017262	0.497800418039899	-0.268408542390967	0.478227292929082	0.778906858484857	1	0.99459619439634	1
"Myxococcus"	-1.01718711589152	0.484399258087575	-2.09113389471668	0.0858528866780964	-0.298301752161988	0.656731464104316	-0.454625227078502	0.499739456579802	0.544570424264297	0.786693315267273	0.695937909042576	0.470613851675184	0.691004269698211	0.538706214340725	1.28686181004952	0.285937191503591	0.936448894739168	1	1	1
"Nannocystis"	2.1559058514737	0.561058761562115	3.86165830682499	0.00208390268796041	0.301627964381349	0.760663720633996	0.393718549191026	0.578033379022405	-3.28981915462947	0.911192925719248	-3.61592303270447	0.00299450537848159	-0.602598900569116	0.623960165952978	-0.967739384946327	0.382634265781052	0.229439950794273	1	0.351979511170596	1
"Natronobacillus"	-1.18179232964418	0.431613632468963	-2.7355780294999	0.050772870448185	0.629275608597009	0.585166570852753	1.08202135568445	0.334531605643422	-0.340753470226625	0.700966307797629	-0.482810658083097	0.489873721774463	-0.539920894760629	0.480002688119658	-1.13050104075936	0.316332229936051	0.740366492521413	0.999242766995507	1	0.986795260559752
"Neisseria"	-0.878528367324956	0.456570361491654	-1.90513526391864	0.146212509025093	1.05528615087869	0.619002025628291	1.7008168320545	0.192283014935404	-0.582019367509818	0.741497525724348	-0.782513821467376	0.436911561219536	-0.874966107392394	0.507757365257728	-1.74065690429699	0.18034082331722	0.934305451917502	0.96297231845923	1	0.953630771583549
"Nesterenkonia"	-1.24302162464258	0.436087960384134	-2.85525669931246	0.0316897832770302	0.632177851762243	0.591232707151587	1.07992349456563	0.334701674557918	-0.170379736283914	0.708232883463075	-0.241117342095538	0.515906010154504	-0.459686025610489	0.484978641762562	-0.939384587315573	0.37631329995428	0.70214524188101	0.996771589449749	1	0.995951325394572
"Nevskia"	-1.0037127993386	0.516597851055248	-1.94155549599029	0.122573350253473	0.397836744989358	0.700385183115455	0.572017900311377	0.502478890337675	2.67321407375214	0.838985752602305	3.19690807818547	0.010403513011644	-0.0893832410327952	0.5745146550745	-0.151705208952672	0.547146453394654	0.93541299208801	1	0.587904393817585	1
"Niastella"	-1.06315439156795	0.483703285225352	-2.1913973942843	0.100112049214832	-0.261248859484522	0.655787888594747	-0.395887169992184	0.51524003082138	0.434704446455562	0.785563013787292	0.553158139423742	0.430637473279809	0.61888583126702	0.537932214588182	1.15828445050453	0.312448991646513	0.895489950581911	1	1	0.983944074382697
"Nitriliruptor"	-1.28197494628128	0.428754488213594	-2.99597746527897	0.0359096350749126	0.503857562836928	0.581290243708226	0.880067419550138	0.405218284645163	-0.154404602942423	0.696322886827162	-0.218768205144526	0.468940300332173	-0.408264599234635	0.476822999562445	-0.84910244649997	0.364891092565934	0.648051995149364	0.992228793735935	1	1
"Nitrobacter"	-1.18610094878457	0.43338544542304	-2.73272302682849	0.0522869424491074	0.564984353018502	0.587568732491159	0.967629909567119	0.330537083891567	-0.270925415050263	0.703843837817762	-0.38925550011397	0.451649582373539	-0.529874468020345	0.481973142518741	-1.10385552517819	0.372722265726207	0.737877792567468	1	1	0.969350872396298
"Nitrosovibrio"	4.36552649867432	0.456390702944159	9.62624044477005	8.99868216856839e-14	-2.77786561344795	0.618758450893266	-4.506713778577	0.000661671239192525	-2.46196157438404	0.741205749517044	-3.33774579827507	0.0182828879258713	-5.68855507564967	0.507557564836114	-11.2646011813415	1.33487953660212e-18	4.7155177708831e-11	0.112655785966323	0.535216588965274	7.08058878383798e-16
"Nitrospira"	7.74178382995825	0.471764785144281	16.4586793230123	6.87021298021242e-38	-6.1134761085301	0.639602090399256	-9.57812840305664	3.67680833068669e-15	-1.44450918585775	0.766174176890275	-1.88956886532047	0.139179983876772	-2.60469515212276	0.524655265715528	-4.97368944639243	5.27462834887424e-06	3.81557767640811e-35	2.02209838688056e-12	0.971514087400278	0.00242328708035848
"Nocardia"	0.207325466745895	0.477874894994514	0.443166137536877	0.521479549476006	3.34263816137935	0.647885962268969	5.18088883921573	7.12148594877699e-05	-4.43334668148065	0.776097360079497	-5.73235778526236	3.82603381936212e-06	-1.93754238100119	0.531450392032649	-3.65378875989857	0.00558852725469967	1	0.0140617137030748	0.00188861440883782	0.354775601868218
"Nocardioides"	7.29855747825804	0.5903939290037	12.3878818198503	3.84195392076642e-25	0.425642681659282	0.800435308104458	0.533954137257416	0.570012616282545	-8.59067611704989	0.958834989044557	-8.976573027218	1.02873647328643e-13	-5.17227572157595	0.656584156877114	-7.8866237873144	1.28399089573331e-12	2.06123964584326e-22	1	5.65066522391124e-11	6.56941839764346e-10
"Nonomuraea"	1.07869876812613	0.483783118250847	2.25316438532127	0.0759824698208975	-0.965932803750744	0.655896123400729	-1.47477431716789	0.247141986530471	-0.928668903133145	0.785692667386973	-1.18871829263664	0.312518329719019	-2.08835580227453	0.538020997851627	-3.89858946664376	0.00314730526973614	0.897431989368454	0.977977804261541	1	0.235815515467952
"Nostoc"	-0.899852315965002	0.559331503457451	-1.60573667119313	0.218571520883898	-0.444441824656076	0.758321964892172	-0.589769613275075	0.514780102030445	0.425195394522311	0.908387755434626	0.474224504616483	0.567022718036978	1.8303928209079	0.622039261535357	2.95332188271229	0.0214944959561939	0.96968629198909	1	1	0.671816345736308
"Novispirillum"	-1.06009629537549	0.47447967084013	-2.22811766637642	0.0910625058400225	-0.116787150677614	0.643282836866437	-0.17952090775951	0.545794466068139	0.68520800941166	0.770583313347402	0.888258716645538	0.392527711454252	0.435893512924724	0.527674522601579	0.832412009265715	0.425231346467934	0.890033248915634	1	0.995192412675157	0.99885393751498
"Novosphingobium"	-0.0848852164896205	0.567650791633413	-0.148004904282608	0.623871847459866	3.47236212905025	0.769600962976677	4.52626386165828	8.11776031613578e-05	5.11810636418227	0.921898776119609	5.56274981055074	7.79979363791254e-07	6.86284281661441	0.631291241517687	10.8947470207487	1.02863220164145e-19	1	0.0379898758135804	0.000396862006174792	5.46760677609676e-17
"OR-59"	-1.15139137937771	0.452869465165007	-2.5405438668116	0.06064131632617	0.0666629345753199	0.613984480653734	0.112705457848535	0.522743601936867	0.20137244353783	0.735487049134923	0.276970870244207	0.52926582331651	0.3871569235138	0.503641554144254	0.772956169521084	0.422348984905453	0.794789624772645	0.993936172275021	1	0.987308759943556
"Ochrobactrum"	-1.07070974300762	0.495542949137418	-2.15204545817515	0.0829787636350582	0.229675180034481	0.671839688191163	0.342112009090077	0.541731670829919	2.49091615111578	0.804791334845021	3.10661210048251	0.0257066632022154	-0.312754727076498	0.551099246573979	-0.572666055642746	0.479587726034785	0.933253609964094	1	0.608684517402007	1
"Octadecabacter"	-1.15591191006861	0.435787389841235	-2.64958675287167	0.0546913415611531	0.813794918260471	0.590825204189083	1.38121964702159	0.278686113946581	-0.471644518508472	0.707744738956416	-0.666205192200356	0.467042410096108	-0.561063735915671	0.484644373663253	-1.15823578992091	0.306524216884698	0.772839962170078	0.980316257969232	1	0.984798504987958
"Opitutus"	0.706374249911525	0.447740927738979	1.59154536728846	0.205367269977597	-5.73269557728841	0.607031390127116	-9.47207927509657	3.02351928506752e-14	7.77391806951623	0.727157998165516	10.7311509895518	2.38538819184999e-16	9.0056530172874	0.497938046271868	18.1530385088635	4.17763669555288e-40	0.965337802427734	1.65811545183218e-11	1.33575815728159e-13	2.34831415273461e-37
"Oribacterium"	-1.23847512520166	0.429201922758929	-2.88128702872607	0.0279572293580958	0.427112906154528	0.581896859715874	0.73451007558338	0.425814079716885	-0.060886988190837	0.697049547242011	-0.0846075614979494	0.470095949411006	-0.416245403969694	0.477320596877178	-0.872463500976231	0.38646182501423	0.709101245341902	0.994694756360798	0.998176908990486	0.998559249660531
"Oscillochloris"	-0.866658456061959	0.457910067800789	-1.87797032873922	0.161970741047747	1.60624632257924	0.620818352286886	2.58809076209264	0.0593282931677777	-1.62676254302325	0.74367328875499	-2.19228052878296	0.0968302364200276	-0.865826720669562	0.509247268683616	-1.71474510712282	0.195313018580782	0.917842168261998	0.808971827349323	0.879690428173244	0.949854667107163
"Oscillospira"	-1.25763068995363	0.432263197831681	-2.90904363098533	0.0381809430887818	0.634680715246735	0.586047228707956	1.08988012866607	0.307634676900934	-0.239414151459759	0.702021240727744	-0.337884841048449	0.523268221700972	-0.402193058576569	0.480725077536393	-0.836548598213213	0.398337756131573	0.697410134249153	0.996598310193584	1	0.998207485203645
"Oxobacter"	-0.87310179976401	0.459549805410605	-1.89170549483148	0.128790225014146	0.720087574451506	0.623041450822365	1.15792048988827	0.340310562188144	-0.711288682007439	0.746336320530736	-0.955107461363027	0.392473295569408	-0.402236762068109	0.511070840511087	-0.788796833266259	0.438772663202077	0.955825024894058	0.999230549375252	1	0.993837695178314
"PD-UASB-13"	-1.22504515228017	0.44018032550895	-2.76991883607486	0.0402823981097997	0.332147711843658	0.596780991743682	0.549744516987432	0.430689418453087	-0.00859785161565092	0.714879128752623	-0.0130371194546363	0.516477277469904	-0.257235843653235	0.489529810013301	-0.536369612579667	0.495436209910429	0.752387808855233	0.999764388259227	1	0.999391041777293
"PSB-M-3"	-1.15175812684685	0.463727208880882	-2.48044526369633	0.0428411035323272	0.190627897016346	0.628705027410035	0.308825050031984	0.490611584059637	0.319638855196307	0.753120673170365	0.423895491422948	0.512725363951324	-0.0142226663275358	0.515716580923926	-0.0269526608381392	0.565227650301208	0.85471808955237	1	0.994365466477551	1
"PW3"	-1.30858222344685	0.427685670438173	-3.05354261154871	0.0278605610254149	0.510606174489761	0.579841178188835	0.881295174876746	0.379364778806298	-0.0477537824741384	0.694587062948152	-0.0693257431370116	0.512274617573454	-0.361402241327292	0.475634354518085	-0.767469430296919	0.441442232783104	0.5968768527902	0.99632288062026	1	1
"Paenibacillus"	9.1385044621827	0.596489937800841	15.3534956278407	6.42639106038012e-29	0.343134510262416	0.808700062262722	0.426499507318115	0.651656676771653	-6.36524362125379	0.968735271281683	-6.57928997035261	4.91414923714402e-09	-6.99628400910114	0.663363601244269	-10.5624948936282	3.53047577478302e-17	3.50238317701219e-26	1	2.5911806345254e-06	1.86409851223244e-14
"Paenisporosarcina"	-0.446366217344602	0.448541995874285	-0.984004743826446	0.368341455925586	-0.000976848949748162	0.608117450108759	-0.00486481220273601	0.510112237669096	-0.42668188020546	0.728458980643496	-0.583571246153044	0.497216245862446	-1.19688306784541	0.49882892373585	-2.41060900722292	0.0758185369174781	1	1	1	0.856271489427985
